Longitude,Latitude,Depth,Observed Count,Smoothed Rate,b-value
127.26,4.09,15,0,54.3176,0.8
127.36,4.09,15,0,38.6904,0.8
127.46,4.09,15,0,26.7533,0.8
127.56,4.09,15,0,18.3669,0.8
127.66,4.09,15,0,12.8966,0.8
127.76,4.09,15,0,9.60139,0.8
127.86,4.09,15,0,7.87094,0.8
127.96,4.09,15,0,7.28854,0.8
128.06,4.09,15,0,7.58517,0.8
128.16,4.09,15,0,8.54715,0.8
128.26,4.09,15,0,9.91989,0.8
128.36,4.09,15,0,11.3727,0.8
128.46,4.09,15,0,12.5274,0.8
128.56,4.09,15,0,13.045,0.8
128.66,4.09,15,0,12.7186,0.8
128.76,4.09,15,0,11.543,0.8
128.86,4.09,15,0,9.71325,0.8
128.96,4.09,15,0,7.55735,0.8
129.06,4.09,15,0,5.42658,0.8
129.16,4.09,15,0,3.59402,0.8
129.26,4.09,15,0,2.19823,0.8
129.36,4.09,15,0,1.24495,0.8
129.46,4.09,15,0,0.655536,0.8
129.56,4.09,15,0,0.323351,0.8
129.66,4.09,15,0,0.150721,0.8
129.76,4.09,15,0,0.0667621,0.8
129.86,4.09,15,0,0.0277067,0.8
123.26,3.99,15,0,0.000390299,0.8
123.36,3.99,15,0,0.00109033,0.8
123.46,3.99,15,0,0.00276908,0.8
123.56,3.99,15,0,0.00638284,0.8
123.66,3.99,15,0,0.0133424,0.8
123.76,3.99,15,0,0.0252834,0.8
123.86,3.99,15,0,0.0440817,0.8
123.96,3.99,15,0,0.0705104,0.8
124.06,3.99,15,0,0.10419,0.8
124.16,3.99,15,0,0.144099,0.8
124.26,3.99,15,0,0.192927,0.8
124.36,3.99,15,0,0.258828,0.8
124.46,3.99,15,0,0.357794,0.8
124.56,3.99,15,0,0.512601,0.8
124.66,3.99,15,0,0.747408,0.8
124.76,3.99,15,0,1.07136,0.8
124.86,3.99,15,0,1.47207,0.8
124.96,3.99,15,0,1.90791,0.8
125.06,3.99,15,0,2.31271,0.8
125.16,3.99,15,0,2.61242,0.8
125.26,3.99,15,0,2.75007,0.8
125.36,3.99,15,0,2.71521,0.8
125.46,3.99,15,0,2.56257,0.8
125.56,3.99,15,0,2.43982,0.8
125.66,3.99,15,0,2.60736,0.8
125.76,3.99,15,0,3.48386,0.8
125.86,3.99,15,0,5.67392,0.8
125.96,3.99,15,0,9.99175,0.8
126.06,3.99,15,0,17.3676,0.8
126.16,3.99,15,0,28.61,0.8
126.26,3.99,15,0,43.992,0.8
126.36,3.99,15,0,62.7889,0.8
126.46,3.99,15,0,83.0114,0.8
126.56,3.99,15,0,101.602,0.8
126.66,3.99,15,0,115.169,0.8
126.76,3.99,15,0,121.046,0.8
126.86,3.99,15,0,118.205,0.8
126.96,3.99,15,0,107.581,0.8
127.06,3.99,15,0,91.6537,0.8
127.16,3.99,15,0,73.5385,0.8
127.26,3.99,15,0,56.0296,0.8
127.36,3.99,15,0,40.9897,0.8
127.46,3.99,15,0,29.2157,0.8
127.56,3.99,15,0,20.6727,0.8
127.66,3.99,15,0,14.884,0.8
127.76,3.99,15,0,11.2633,0.8
127.86,3.99,15,0,9.31716,0.8
127.96,3.99,15,0,8.69594,0.8
128.06,3.99,15,0,9.14483,0.8
128.16,3.99,15,0,10.428,0.8
128.26,3.99,15,0,12.239,0.8
128.36,3.99,15,0,14.1762,0.8
128.46,3.99,15,555,15.7738,0.8
128.56,3.99,15,0,16.5992,0.8
128.66,3.99,15,0,16.3609,0.8
128.76,3.99,15,0,15.0153,0.8
128.86,3.99,15,0,12.7744,0.8
128.96,3.99,15,0,10.0441,0.8
129.06,3.99,15,0,7.28397,0.8
129.16,3.99,15,0,4.86705,0.8
129.26,3.99,15,0,3.0004,0.8
129.36,3.99,15,0,1.71165,0.8
129.46,3.99,15,0,0.907662,0.8
129.56,3.99,15,0,0.45007,0.8
129.66,3.99,15,0,0.210968,0.8
129.76,3.99,15,0,0.0939537,0.8
129.86,3.99,15,0,0.0398445,0.8
123.36,3.89,15,0,0.000518951,0.8
123.46,3.89,15,0,0.00131813,0.8
123.56,3.89,15,0,0.00303867,0.8
123.66,3.89,15,0,0.0063525,0.8
123.76,3.89,15,0,0.0120388,0.8
123.86,3.89,15,0,0.0206792,0.8
123.96,3.89,15,0,0.0330662,0.8
124.06,3.89,15,0,0.0499975,0.8
124.16,3.89,15,0,0.0705562,0.8
124.26,3.89,15,0,0.0977963,0.8
124.36,3.89,15,0,0.13938,0.8
124.46,3.89,15,0,0.20958,0.8
124.56,3.89,15,0,0.33019,0.8
124.66,3.89,15,0,0.525244,0.8
124.76,3.89,15,0,0.813771,0.8
124.86,3.89,15,0,1.19613,0.8
124.96,3.89,15,0,1.64497,0.8
125.06,3.89,15,0,2.10107,0.8
125.16,3.89,15,0,2.48498,0.8
125.26,3.89,15,0,2.72062,0.8
125.36,3.89,15,0,2.77348,0.8
125.46,3.89,15,0,2.67609,0.8
125.56,3.89,15,0,2.56385,0.8
125.66,3.89,15,0,2.6847,0.8
125.76,3.89,15,0,3.44513,0.8
125.86,3.89,15,0,5.42231,0.8
125.96,3.89,15,0,9.37126,0.8
126.06,3.89,15,0,16.1419,0.8
126.16,3.89,15,0,26.4577,0.8
126.26,3.89,15,0,40.5392,0.8
126.36,3.89,15,0,57.6987,0.8
126.46,3.89,15,0,76.1275,0.8
126.56,3.89,15,0,93.0891,0.8
126.66,3.89,15,555,105.588,0.8
126.76,3.89,15,0,111.299,0.8
126.86,3.89,15,0,109.343,0.8
126.96,3.89,15,0,100.524,0.8
127.06,3.89,15,1665,86.9516,0.8
127.16,3.89,15,0,71.2583,0.8
127.26,3.89,15,0,55.8087,0.8
127.36,3.89,15,0,42.2112,0.8
127.46,3.89,15,0,31.2179,0.8
127.56,3.89,15,0,22.919,0.8
127.66,3.89,15,0,17.0431,0.8
127.76,3.89,15,0,13.218,0.8
127.86,3.89,15,0,11.1074,0.8
127.96,3.89,15,0,10.4469,0.8
128.06,3.89,15,0,11.007,0.8
128.16,3.89,15,0,12.5266,0.8
128.26,3.89,15,0,14.6538,0.8
128.36,3.89,15,0,16.9356,0.8
128.46,3.89,15,0,18.8438,0.8
128.56,3.89,15,0,19.8787,0.8
128.66,3.89,15,0,19.685,0.8
128.76,3.89,15,0,18.1753,0.8
128.86,3.89,15,0,15.5707,0.8
128.96,3.89,15,0,12.331,0.8
129.06,3.89,15,0,9.00682,0.8
129.16,3.89,15,0,6.06134,0.8
129.26,3.89,15,0,3.76108,0.8
129.36,3.89,15,0,2.1578,0.8
129.46,3.89,15,0,1.15081,0.8
129.56,3.89,15,0,0.574058,0.8
129.66,3.89,15,0,0.270198,0.8
129.76,3.89,15,0,0.120972,0.8
129.86,3.89,15,0,0.0517135,0.8
123.36,3.79,15,0,0.000223737,0.8
123.46,3.79,15,0,0.000568356,0.8
123.56,3.79,15,0,0.00131037,0.8
123.66,3.79,15,0,0.00273965,0.8
123.76,3.79,15,0,0.00519238,0.8
123.86,3.79,15,0,0.00891965,0.8
123.96,3.79,15,0,0.0145065,0.8
124.06,3.79,15,0,0.0221998,0.8
124.16,3.79,15,0,0.0330479,0.8
124.26,3.79,15,0,0.0498273,0.8
124.36,3.79,15,0,0.080017,0.8
124.46,3.79,15,0,0.137586,0.8
124.56,3.79,15,0,0.243777,0.8
124.66,3.79,15,0,0.424948,0.8
124.76,3.79,15,0,0.70401,0.8
124.86,3.79,15,0,1.08819,0.8
124.96,3.79,15,0,1.55536,0.8
125.06,3.79,15,0,2.04865,0.8
125.16,3.79,15,0,2.48083,0.8
125.26,3.79,15,0,2.7653,0.8
125.36,3.79,15,0,2.85291,0.8
125.46,3.79,15,0,2.76546,0.8
125.56,3.79,15,0,2.62585,0.8
125.66,3.79,15,0,2.66835,0.8
125.76,3.79,15,0,3.26765,0.8
125.86,3.79,15,0,4.94187,0.8
125.96,3.79,15,0,8.35642,0.8
126.06,3.79,15,0,14.2426,0.8
126.16,3.79,15,0,23.2071,0.8
126.26,3.79,15,0,35.4165,0.8
126.36,3.79,15,0,50.261,0.8
126.46,3.79,15,555,66.1928,0.8
126.56,3.79,15,0,80.9103,0.8
126.66,3.79,15,555,91.9323,0.8
126.76,3.79,15,0,97.3584,0.8
126.86,3.79,15,0,96.475,0.8
126.96,3.79,15,0,89.914,0.8
127.06,3.79,15,1110,79.3224,0.8
127.16,3.79,15,0,66.7417,0.8
127.26,3.79,15,0,54.0102,0.8
127.36,3.79,15,0,42.419,0.8
127.46,3.79,15,0,32.6518,0.8
127.56,3.79,15,0,24.9245,0.8
127.66,3.79,15,0,19.1935,0.8
127.76,3.79,15,0,15.317,0.8
127.86,3.79,15,0,13.1292,0.8
127.96,3.79,15,0,12.4538,0.8
128.06,3.79,15,0,13.0696,0.8
128.16,3.79,15,0,14.691,0.8
128.26,3.79,15,0,16.9309,0.8
128.36,3.79,15,0,19.309,0.8
128.46,3.79,15,0,21.2827,0.8
128.56,3.79,15,0,22.3331,0.8
128.66,3.79,15,0,22.0812,0.8
128.76,3.79,15,555,20.4133,0.8
128.86,3.79,15,0,17.543,0.8
128.96,3.79,15,0,13.9547,0.8
129.06,3.79,15,0,10.2441,0.8
129.16,3.79,15,0,6.93076,0.8
129.26,3.79,15,0,4.32358,0.8
129.36,3.79,15,0,2.49428,0.8
129.46,3.79,15,0,1.33712,0.8
129.56,3.79,15,0,0.670307,0.8
129.66,3.79,15,0,0.316927,0.8
129.76,3.79,15,0,0.142249,0.8
129.86,3.79,15,0,0.0613715,0.8
123.46,3.69,15,0,0.000221986,0.8
123.56,3.69,15,0,0.000511849,0.8
123.66,3.69,15,0,0.00107025,0.8
123.76,3.69,15,0,0.00202857,0.8
123.86,3.69,15,0,0.00348498,0.8
123.96,3.69,15,0,0.00583275,0.8
124.06,3.69,15,0,0.00928068,0.8
124.16,3.69,15,0,0.0156142,0.8
124.26,3.69,15,0,0.0271717,0.8
124.36,3.69,15,0,0.0521326,0.8
124.46,3.69,15,0,0.1032,0.8
124.56,3.69,15,0,0.20136,0.8
124.66,3.69,15,0,0.372883,0.8
124.76,3.69,15,0,0.642031,0.8
124.86,3.69,15,0,1.01779,0.8
124.96,3.69,15,0,1.48072,0.8
125.06,3.69,15,0,1.97355,0.8
125.16,3.69,15,0,2.41002,0.8
125.26,3.69,15,0,2.69977,0.8
125.36,3.69,15,0,2.79153,0.8
125.46,3.69,15,0,2.70058,0.8
125.56,3.69,15,0,2.53734,0.8
125.66,3.69,15,0,2.51999,0.8
125.76,3.69,15,0,2.97301,0.8
125.86,3.69,15,0,4.34288,0.8
125.96,3.69,15,0,7.18529,0.8
126.06,3.69,15,0,12.0951,0.8
126.16,3.69,15,0,19.5555,0.8
126.26,3.69,15,0,29.6819,0.8
126.36,3.69,15,0,41.9637,0.8
126.46,3.69,15,0,55.149,0.8
126.56,3.69,15,0,67.4121,0.8
126.66,3.69,15,0,76.8144,0.8
126.76,3.69,15,0,81.8922,0.8
126.86,3.69,15,0,82.0913,0.8
126.96,3.69,15,0,77.8579,0.8
127.06,3.69,15,555,70.361,0.8
127.16,3.69,15,0,61.0407,0.8
127.26,3.69,15,555,51.2056,0.8
127.36,3.69,15,0,41.8216,0.8
127.46,3.69,15,0,33.4917,0.8
127.56,3.69,15,0,26.5482,0.8
127.66,3.69,15,0,21.1602,0.8
127.76,3.69,15,0,17.3993,0.8
127.86,3.69,15,0,15.2517,0.8
127.96,3.69,15,0,14.6002,0.8
128.06,3.69,15,0,15.2205,0.8
128.16,3.69,15,0,16.7866,0.8
128.26,3.69,15,0,18.8878,0.8
128.36,3.69,15,0,21.0495,0.8
128.46,3.69,15,0,22.7693,0.8
128.56,3.69,15,555,23.574,0.8
128.66,3.69,15,555,23.1156,0.8
128.76,3.69,15,2220,21.2845,0.8
128.86,3.69,15,0,18.2776,0.8
128.96,3.69,15,0,14.5612,0.8
129.06,3.69,15,0,10.7208,0.8
129.16,3.69,15,0,7.2817,0.8
129.26,3.69,15,0,4.56364,0.8
129.36,3.69,15,0,2.64572,0.8
129.46,3.69,15,0,1.42555,0.8
129.56,3.69,15,0,0.718572,0.8
129.66,3.69,15,0,0.341768,0.8
129.76,3.69,15,0,0.153888,0.8
129.86,3.69,15,0,0.0666493,0.8
123.66,3.59,15,0,0.000378716,0.8
123.76,3.59,15,0,0.000717884,0.8
123.86,3.59,15,0,0.00123337,0.8
123.96,3.59,15,0,0.00230716,0.8
124.06,3.59,15,0,0.0040351,0.8
124.16,3.59,15,0,0.00782245,0.8
124.26,3.59,15,0,0.0168175,0.8
124.36,3.59,15,0,0.0382263,0.8
124.46,3.59,15,0,0.0834365,0.8
124.56,3.59,15,0,0.171588,0.8
124.66,3.59,15,0,0.326955,0.8
124.76,3.59,15,0,0.571828,0.8
124.86,3.59,15,0,0.915284,0.8
124.96,3.59,15,0,1.33854,0.8
125.06,3.59,15,0,1.78895,0.8
125.16,3.59,15,0,2.18681,0.8
125.26,3.59,15,0,2.44907,0.8
125.36,3.59,15,0,2.52979,0.8
125.46,3.59,15,0,2.44314,0.8
125.56,3.59,15,0,2.28815,0.8
125.66,3.59,15,0,2.25591,0.8
125.76,3.59,15,0,2.62327,0.8
125.86,3.59,15,0,3.76121,0.8
125.96,3.59,15,0,6.11217,0.8
126.06,3.59,15,0,10.1435,0.8
126.16,3.59,15,0,16.2187,0.8
126.26,3.59,15,0,24.4096,0.8
126.36,3.59,15,0,34.3045,0.8
126.46,3.59,15,0,44.928,0.8
126.56,3.59,15,0,54.8972,0.8
126.66,3.59,15,0,62.7696,0.8
126.76,3.59,15,0,67.4716,0.8
126.86,3.59,15,0,68.5902,0.8
126.96,3.59,15,0,66.4003,0.8
127.06,3.59,15,0,61.6495,0.8
127.16,3.59,15,555,55.2522,0.8
127.26,3.59,15,0,48.055,0.8
127.36,3.59,15,555,40.7377,0.8
127.46,3.59,15,0,33.8306,0.8
127.56,3.59,15,555,27.7526,0.8
127.66,3.59,15,0,22.8482,0.8
127.76,3.59,15,0,19.3552,0.8
127.86,3.59,15,0,17.3634,0.8
127.96,3.59,15,0,16.7896,0.8
128.06,3.59,15,0,17.3746,0.8
128.16,3.59,15,0,18.7437,0.8
128.26,3.59,15,0,20.4674,0.8
128.36,3.59,15,0,22.1091,0.8
128.46,3.59,15,0,23.2564,0.8
128.56,3.59,15,0,23.5476,0.8
128.66,3.59,15,0,22.7218,0.8
128.76,3.59,15,0,20.7093,0.8
128.86,3.59,15,0,17.6869,0.8
128.96,3.59,15,0,14.0643,0.8
129.06,3.59,15,0,10.3629,0.8
129.16,3.59,15,0,7.05591,0.8
129.26,3.59,15,0,4.43832,0.8
129.36,3.59,15,0,2.58411,0.8
129.46,3.59,15,0,1.39951,0.8
129.56,3.59,15,0,0.709106,0.8
129.66,3.59,15,0,0.338829,0.8
129.76,3.59,15,0,0.153632,0.8
129.86,3.59,15,0,0.0662822,0.8
123.76,3.49,15,0,0.000230121,0.8
123.86,3.49,15,0,0.000395388,0.8
123.96,3.49,15,0,0.000948793,0.8
124.06,3.49,15,0,0.00201041,0.8
124.16,3.49,15,0,0.00465617,0.8
124.26,3.49,15,0,0.0119112,0.8
124.36,3.49,15,0,0.0290407,0.8
124.46,3.49,15,0,0.066844,0.8
124.56,3.49,15,0,0.140468,0.8
124.66,3.49,15,0,0.270515,0.8
124.76,3.49,15,0,0.476249,0.8
124.86,3.49,15,0,0.764019,0.8
124.96,3.49,15,0,1.11797,0.8
125.06,3.49,15,0,1.49271,0.8
125.16,3.49,15,0,1.82186,0.8
125.26,3.49,15,0,2.03721,0.8
125.36,3.49,15,0,2.10302,0.8
125.46,3.49,15,0,2.03514,0.8
125.56,3.49,15,0,1.92494,0.8
125.66,3.49,15,0,1.93425,0.8
125.76,3.49,15,0,2.29884,0.8
125.86,3.49,15,0,3.31899,0.8
125.96,3.49,15,0,5.34417,0.8
126.06,3.49,15,0,8.73452,0.8
126.16,3.49,15,0,13.7541,0.8
126.26,3.49,15,0,20.4321,0.8
126.36,3.49,15,0,28.4286,0.8
126.46,3.49,15,0,36.9943,0.8
126.56,3.49,15,0,45.0954,0.8
126.66,3.49,15,555,51.6869,0.8
126.76,3.49,15,0,56.006,0.8
126.86,3.49,15,0,57.7537,0.8
126.96,3.49,15,0,57.0808,0.8
127.06,3.49,15,0,54.4157,0.8
127.16,3.49,15,0,50.2735,0.8
127.26,3.49,15,0,45.1558,0.8
127.36,3.49,15,0,39.526,0.8
127.46,3.49,15,0,33.848,0.8
127.56,3.49,15,0,28.6046,0.8
127.66,3.49,15,0,24.2506,0.8
127.76,3.49,15,0,21.1356,0.8
127.86,3.49,15,0,19.4032,0.8
127.96,3.49,15,0,18.9607,0.8
128.06,3.49,15,0,19.4961,0.8
128.16,3.49,15,0,20.5782,0.8
128.26,3.49,15,0,21.7622,0.8
128.36,3.49,15,0,22.6689,0.8
128.46,3.49,15,0,23.0136,0.8
128.56,3.49,15,0,22.5869,0.8
128.66,3.49,15,0,21.2639,0.8
128.76,3.49,15,0,19.0396,0.8
128.86,3.49,15,555,16.0768,0.8
128.96,3.49,15,0,12.7051,0.8
129.06,3.49,15,0,9.34111,0.8
129.16,3.49,15,0,6.36376,0.8
129.26,3.49,15,0,4.01349,0.8
129.36,3.49,15,0,2.34613,0.8
129.46,3.49,15,0,1.27637,0.8
129.56,3.49,15,0,0.650119,0.8
129.66,3.49,15,0,0.312368,0.8
129.76,3.49,15,0,0.142589,0.8
129.86,3.49,15,0,0.0619073,0.8
123.96,3.39,15,0,0.000259921,0.8
124.06,3.39,15,0,0.00114318,0.8
124.16,3.39,15,0,0.00308949,0.8
124.26,3.39,15,0,0.00861853,0.8
124.36,3.39,15,0,0.0216722,0.8
124.46,3.39,15,0,0.0502631,0.8
124.56,3.39,15,0,0.106615,0.8
124.66,3.39,15,0,0.206421,0.8
124.76,3.39,15,0,0.363983,0.8
124.86,3.39,15,0,0.583511,0.8
124.96,3.39,15,0,0.852741,0.8
125.06,3.39,15,0,1.13644,0.8
125.16,3.39,15,0,1.38404,0.8
125.26,3.39,15,0,1.5475,0.8
125.36,3.39,15,0,1.60093,0.8
125.46,3.39,15,0,1.56903,0.8
125.56,3.39,15,0,1.53046,0.8
125.66,3.39,15,0,1.62956,0.8
125.76,3.39,15,0,2.0643,0.8
125.86,3.39,15,0,3.09163,0.8
125.96,3.39,15,0,4.99291,0.8
126.06,3.39,15,0,8.04587,0.8
126.16,3.39,15,0,12.4399,0.8
126.26,3.39,15,0,18.1664,0.8
126.36,3.39,15,0,24.9168,0.8
126.46,3.39,15,0,32.0835,0.8
126.56,3.39,15,0,38.8704,0.8
126.66,3.39,15,0,44.504,0.8
126.76,3.39,15,555,48.4431,0.8
126.86,3.39,15,0,50.4814,0.8
126.96,3.39,15,0,50.7002,0.8
127.06,3.39,15,0,49.3314,0.8
127.16,3.39,15,555,46.6465,0.8
127.26,3.39,15,555,42.9202,0.8
127.36,3.39,15,0,38.476,0.8
127.46,3.39,15,0,33.7364,0.8
127.56,3.39,15,0,29.2099,0.8
127.66,3.39,15,0,25.412,0.8
127.76,3.39,15,0,22.735,0.8
127.86,3.39,15,0,21.3371,0.8
127.96,3.39,15,0,21.0797,0.8
128.06,3.39,15,0,21.5896,0.8
128.16,3.39,15,0,22.3714,0.8
128.26,3.39,15,555,22.9699,0.8
128.36,3.39,15,0,23.0724,0.8
128.46,3.39,15,0,22.5281,0.8
128.56,3.39,15,0,21.2964,0.8
128.66,3.39,15,0,19.4065,0.8
128.76,3.39,15,0,16.9373,0.8
128.86,3.39,15,0,14.0449,0.8
128.96,3.39,15,0,10.9731,0.8
129.06,3.39,15,0,8.01961,0.8
129.16,3.39,15,0,5.45392,0.8
129.26,3.39,15,0,3.44372,0.8
129.36,3.39,15,0,2.02013,0.8
129.46,3.39,15,0,1.10473,0.8
129.56,3.39,15,0,0.566477,0.8
129.66,3.39,15,0,0.273705,0.8
129.76,3.39,15,0,0.126417,0.8
129.86,3.39,15,0,0.0559283,0.8
122.66,3.29,15,0,0.000384688,0.8
122.76,3.29,15,0,0.000427821,0.8
122.86,3.29,15,0,0.000449997,0.8
122.96,3.29,15,0,0.000443576,0.8
123.06,3.29,15,0,0.000406127,0.8
123.16,3.29,15,0,0.000342644,0.8
123.26,3.29,15,0,0.000264693,0.8
124.06,3.29,15,0,0.00062974,0.8
124.16,3.29,15,0,0.00195606,0.8
124.26,3.29,15,0,0.00579875,0.8
124.36,3.29,15,0,0.0149522,0.8
124.46,3.29,15,0,0.035014,0.8
124.56,3.29,15,0,0.0744942,0.8
124.66,3.29,15,0,0.144063,0.8
124.76,3.29,15,0,0.253376,0.8
124.86,3.29,15,0,0.40553,0.8
124.96,3.29,15,0,0.591662,0.8
125.06,3.29,15,0,0.786983,0.8
125.16,3.29,15,0,0.957787,0.8
125.26,3.29,15,0,1.07431,0.8
125.36,3.29,15,0,1.1238,0.8
125.46,3.29,15,0,1.13478,0.8
125.56,3.29,15,0,1.18462,0.8
125.66,3.29,15,0,1.39922,0.8
125.76,3.29,15,0,1.96369,0.8
125.86,3.29,15,0,3.10078,0.8
125.96,3.29,15,0,5.05997,0.8
126.06,3.29,15,0,8.07158,0.8
126.16,3.29,15,0,12.2676,0.8
126.26,3.29,15,0,17.598,0.8
126.36,3.29,15,0,23.7531,0.8
126.46,3.29,15,0,30.1821,0.8
126.56,3.29,15,0,36.2106,0.8
126.66,3.29,15,0,41.2182,0.8
126.76,3.29,15,0,44.797,0.8
126.86,3.29,15,0,46.8135,0.8
126.96,3.29,15,0,47.3359,0.8
127.06,3.29,15,0,46.5159,0.8
127.16,3.29,15,0,44.5144,0.8
127.26,3.29,15,0,41.502,0.8
127.36,3.29,15,0,37.7365,0.8
127.46,3.29,15,0,33.6104,0.8
127.56,3.29,15,0,29.6408,0.8
127.66,3.29,15,0,26.3513,0.8
127.76,3.29,15,0,24.1377,0.8
127.86,3.29,15,0,23.1219,0.8
127.96,3.29,15,0,23.1117,0.8
128.06,3.29,15,0,23.6575,0.8
128.16,3.29,15,0,24.2079,0.8
128.26,3.29,15,0,24.2997,0.8
128.36,3.29,15,0,23.6777,0.8
128.46,3.29,15,0,22.3125,0.8
128.56,3.29,15,0,20.3211,0.8
128.66,3.29,15,0,17.8745,0.8
128.76,3.29,15,0,15.1347,0.8
128.86,3.29,15,0,12.2614,0.8
128.96,3.29,15,0,9.42778,0.8
129.06,3.29,15,0,6.82585,0.8
129.16,3.29,15,0,4.62388,0.8
129.26,3.29,15,0,2.92007,0.8
129.36,3.29,15,0,1.7183,0.8
129.46,3.29,15,0,0.944966,0.8
129.56,3.29,15,0,0.488663,0.8
129.66,3.29,15,0,0.238458,0.8
129.76,3.29,15,0,0.111578,0.8
129.86,3.29,15,0,0.0500399,0.8
122.56,3.19,15,0,0.00113652,0.8
122.66,3.19,15,0,0.00132476,0.8
122.76,3.19,15,0,0.00147332,0.8
122.86,3.19,15,0,0.00154972,0.8
122.96,3.19,15,0,0.00152762,0.8
123.06,3.19,15,0,0.00139865,0.8
123.16,3.19,15,0,0.00118002,0.8
123.26,3.19,15,0,0.00091155,0.8
123.36,3.19,15,0,0.000641797,0.8
123.46,3.19,15,0,0.000410649,0.8
123.56,3.19,15,0,0.000238388,0.8
124.06,3.19,15,0,0.000403238,0.8
124.16,3.19,15,0,0.00125265,0.8
124.26,3.19,15,0,0.00352611,0.8
124.36,3.19,15,0,0.00952228,0.8
124.46,3.19,15,0,0.0222745,0.8
124.56,3.19,15,0,0.0473284,0.8
124.66,3.19,15,0,0.0913851,0.8
124.76,3.19,15,0,0.16043,0.8
124.86,3.19,15,0,0.256214,0.8
124.96,3.19,15,0,0.37324,0.8
125.06,3.19,15,0,0.496082,0.8
125.16,3.19,15,0,0.605535,0.8
125.26,3.19,15,0,0.685175,0.8
125.36,3.19,15,0,0.7372,0.8
125.46,3.19,15,0,0.793391,0.8
125.56,3.19,15,0,0.932427,0.8
125.66,3.19,15,0,1.27688,0.8
125.76,3.19,15,0,1.99848,0.8
125.86,3.19,15,0,3.31851,0.8
125.96,3.19,15,0,5.47403,0.8
126.06,3.19,15,0,8.67046,0.8
126.16,3.19,15,0,13.0098,0.8
126.26,3.19,15,0,18.3972,0.8
126.36,3.19,15,0,24.4925,0.8
126.46,3.19,15,0,30.7385,0.8
126.56,3.19,15,0,36.4846,0.8
126.66,3.19,15,0,41.1611,0.8
126.76,3.19,15,0,44.4243,0.8
126.86,3.19,15,0,46.1878,0.8
126.96,3.19,15,0,46.5492,0.8
127.06,3.19,15,0,45.6729,0.8
127.16,3.19,15,555,43.7143,0.8
127.26,3.19,15,555,40.8415,0.8
127.36,3.19,15,0,37.3021,0.8
127.46,3.19,15,0,33.4853,0.8
127.56,3.19,15,0,29.895,0.8
127.66,3.19,15,0,27.0393,0.8
127.76,3.19,15,0,25.2762,0.8
127.86,3.19,15,0,24.675,0.8
127.96,3.19,15,0,24.9714,0.8
128.06,3.19,15,0,25.644,0.8
128.16,3.19,15,0,26.092,0.8
128.26,3.19,15,0,25.8432,0.8
128.36,3.19,15,0,24.6895,0.8
128.46,3.19,15,0,22.6952,0.8
128.56,3.19,15,0,20.0985,0.8
128.66,3.19,15,0,17.1801,0.8
128.76,3.19,15,0,14.1715,0.8
128.86,3.19,15,0,11.2374,0.8
128.96,3.19,15,0,8.50918,0.8
129.06,3.19,15,0,6.10384,0.8
129.16,3.19,15,0,4.11893,0.8
129.26,3.19,15,0,2.60322,0.8
129.36,3.19,15,0,1.53928,0.8
129.46,3.19,15,0,0.854101,0.8
129.56,3.19,15,0,0.447191,0.8
129.66,3.19,15,0,0.223382,0.8
129.76,3.19,15,0,0.106789,0.8
129.86,3.19,15,0,0.0505612,0.8
122.56,3.09,15,0,0.00354519,0.8
122.66,3.09,15,0,0.00413242,0.8
122.76,3.09,15,0,0.00459592,0.8
122.86,3.09,15,0,0.00483429,0.8
122.96,3.09,15,0,0.0047654,0.8
123.06,3.09,15,0,0.00436309,0.8
123.16,3.09,15,0,0.00368104,0.8
123.26,3.09,15,0,0.00284352,0.8
123.36,3.09,15,0,0.00200199,0.8
123.46,3.09,15,0,0.00128091,0.8
123.56,3.09,15,0,0.000743556,0.8
123.66,3.09,15,0,0.00039128,0.8
124.06,3.09,15,0,0.000233886,0.8
124.16,3.09,15,0,0.000726649,0.8
124.26,3.09,15,0,0.00204566,0.8
124.36,3.09,15,0,0.00549593,0.8
124.46,3.09,15,0,0.0128434,0.8
124.56,3.09,15,0,0.0272569,0.8
124.66,3.09,15,0,0.0525541,0.8
124.76,3.09,15,0,0.0921038,0.8
124.86,3.09,15,0,0.146799,0.8
124.96,3.09,15,0,0.21405,0.8
125.06,3.09,15,0,0.285694,0.8
125.16,3.09,15,0,0.351967,0.8
125.26,3.09,15,0,0.409062,0.8
125.36,3.09,15,0,0.468761,0.8
125.46,3.09,15,0,0.569621,0.8
125.56,3.09,15,0,0.793193,0.8
125.66,3.09,15,0,1.26311,0.8
125.76,3.09,15,0,2.15656,0.8
125.86,3.09,15,0,3.69812,0.8
125.96,3.09,15,0,6.13115,0.8
126.06,3.09,15,0,9.65931,0.8
126.16,3.09,15,0,14.3637,0.8
126.26,3.09,15,0,20.1141,0.8
126.36,3.09,15,0,26.5215,0.8
126.46,3.09,15,0,32.9802,0.8
126.56,3.09,15,0,38.7982,0.8
126.66,3.09,15,0,43.3835,0.8
126.76,3.09,15,0,46.3937,0.8
126.86,3.09,15,0,47.7697,0.8
126.96,3.09,15,0,47.6602,0.8
127.06,3.09,15,0,46.299,0.8
127.16,3.09,15,0,43.915,0.8
127.26,3.09,15,555,40.7427,0.8
127.36,3.09,15,0,37.0682,0.8
127.46,3.09,15,0,33.2938,0.8
127.56,3.09,15,0,29.9121,0.8
127.66,3.09,15,0,27.3949,0.8
